trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,starting_balance,exit_time,exit_price,duration_m,exit_reason,net_pnl,ending_balance,entry_dt,month
157,AUDJPY,BUY,2026-05-29 19:25:00+00:00,114.45,114.32641437367404,114.62301987685635,114.69717125265191,114.32641437367404,0.1235856263259562,0.17301987685633866,0.2471712526519124,0.62,0.31,0.31,False,False,5488.87,2026-05-31 21:05:00+00:00,114.32641437367404,2980.0,SL,-53.1,5435.77,2026-05-29 19:25:00+00:00,2026-05
158,AUDJPY,BUY,2026-06-01 08:55:00+00:00,114.543,114.42386885305336,114.7097836057253,114.78126229389329,114.42386885305336,0.1191311469466448,0.1667836057253027,0.2382622938932896,0.64,0.32,0.32,False,False,5435.77,2026-06-01 10:15:00+00:00,114.42386885305336,80.0,SL,-53.2,5382.57,2026-06-01 08:55:00+00:00,2026-06
159,AUDJPY,BUY,2026-06-02 14:10:00+00:00,114.701,114.58926292750051,114.85743190149925,114.92447414499894,114.701,0.11173707249947522,0.1564319014992653,0.22347414499895044,0.69,0.34,0.35,True,False,5382.57,2026-06-02 21:05:00+00:00,114.762,415.0,EOD_EXIT,45.07,5427.63,2026-06-02 14:10:00+00:00,2026-06
160,AUDJPY,SELL,2026-06-03 07:30:00+00:00,114.471,114.58670305694532,114.30901572027656,114.23959388610938,114.58670305694532,0.11570305694531512,0.16198427972344115,0.23140611389063023,0.66,0.33,0.33,False,False,5427.63,2026-06-03 08:30:00+00:00,114.23959388610938,60.0,FULL_TP2,81.2,5508.83,2026-06-03 07:30:00+00:00,2026-06
161,AUDJPY,SELL,2026-06-03 12:00:00+00:00,114.504,114.63867698935414,114.31545221490421,114.23464602129174,114.504,0.13467698935413286,0.18854778509578599,0.2693539787082657,0.57,0.28,0.29,True,False,5508.83,2026-06-03 13:45:00+00:00,114.23464602129174,105.0,FULL_TP2,82.36,5591.19,2026-06-03 12:00:00+00:00,2026-06
162,AUDJPY,SELL,2026-06-03 20:20:00+00:00,114.1,114.22883017845332,113.91963775016532,113.84233964309333,114.22883017845332,0.1288301784533344,0.18036224983466814,0.2576603569066688,0.6,0.3,0.3,False,False,5591.19,2026-06-03 21:05:00+00:00,114.11,45.0,EOD_EXIT,-6.91,5584.28,2026-06-03 20:20:00+00:00,2026-06
163,AUDJPY,SELL,2026-06-04 07:40:00+00:00,113.957,114.08423485117787,113.77887120835098,113.70253029764426,114.08423485117787,0.12723485117787087,0.1781287916490192,0.25446970235574173,0.6,0.3,0.3,False,False,5584.28,2026-06-04 10:30:00+00:00,114.08423485117787,170.0,SL,-53.0,5531.28,2026-06-04 07:40:00+00:00,2026-06
164,AUDJPY,SELL,2026-06-08 08:40:00+00:00,112.905,113.11762442653477,112.60732580285132,112.47975114693045,113.11762442653477,0.21262442653477343,0.29767419714868276,0.42524885306954685,0.36,0.18,0.18,False,False,5531.28,2026-06-08 11:15:00+00:00,113.11762442653477,155.0,SL,-51.8,5479.48,2026-06-08 08:40:00+00:00,2026-06
165,AUDJPY,SELL,2026-06-08 15:25:00+00:00,112.918,113.13591998837296,112.61291201627786,112.4821600232541,113.13591998837296,0.21791998837295667,0.3050879837221393,0.43583997674591335,0.35,0.17,0.18,False,False,5479.48,2026-06-08 21:05:00+00:00,112.785,340.0,EOD_EXIT,28.55,5508.03,2026-06-08 15:25:00+00:00,2026-06
166,AUDJPY,BUY,2026-06-09 10:15:00+00:00,113.012,112.85508447751731,113.23168173147577,113.3258310449654,112.85508447751731,0.1569155224826984,0.21968173147577777,0.3138310449653968,0.49,0.24,0.25,False,False,5508.03,2026-06-09 14:15:00+00:00,112.85508447751731,240.0,SL,-52.45,5455.58,2026-06-09 10:15:00+00:00,2026-06
